"",".","n"
"5705","(mh)",1
"5706","(mhas)",1
"5707","(mhi)",1
"5708","(mhos)",1
"5709","(miar)",1
"5710","(mias)",1
"5711","(micronuclei)",1
"5712","(mir-21)",1
"5713","(mir-31)",1
"5714","(mirnas)",1
"5715","(mit)and",1
"5716","(mk)",1
"5717","(mmae)",1
"5718","(mmp)",1
"5719","(mmr)",1
"5720","(mnnps@keratin)",1
"5721","(mos)",1
"5722","(mosher's",1
"5723","(motionamplitude",1
"5724","(mpm)",1
"5725","(mpmri)may",1
"5726","(mps)",1
"5727","(mr)",1
"5728","(mrcc)",1
"5729","(mrna-seq)",1
"5730","(mrp",1
"5731","(ms)",1
"5732","(mscs)",1
"5733","(msi)",1
"5734","(msrsgc)has",1
"5735","(mt1-mmp)",1
"5736","(mtor)",1
"5737","(mtv)",1
"5738","(mtv2",1
"5739","(mtv40",1
"5740","(mud)",1
"5741","(multivariate",1
"5742","(mutation",1
"5743","(mutually",1
"5744","(mva)",1
"5745","(n=",1
"5746","(n=1",1
"5747","(n=20",1
"5748","(n=256",1
"5749","(n=268)",1
"5750","(n=401)",1
"5751","(n=50",1
"5752","(n=59)",1
"5753","(n=624)",1
"5754","(n=78",1
"5755","(n=806)",1
"5756","(n=916)",1
"5757","(n0",1
"5758","(n0vs",1
"5759","(n33539)",1
"5760","(nab-paclitaxel)",1
"5761","(nadc)",1
"5762","(nat)",1
"5763","(ncorp)",1
"5764","(nct01137825)",1
"5765","(nct01179048)",1
"5766","(nct01305941)",1
"5767","(nct01806064)",1
"5768","(nct02188264)",1
"5769","(ne)",1
"5770","(ner)",1
"5771","(neutrophils)",1
"5772","(nf-κb)",1
"5773","(ngs)",1
"5774","(nhej)",1
"5775","(nhl)",1
"5776","(nih)",1
"5777","(nir)",1
"5778","(nmr)",1
"5779","(non-hispanic",1
"5780","(non-luminal",1
"5781","(non-muscle-invasivebladder",1
"5782","(nondiagnostic",1
"5783","(not",1
"5784","(np",1
"5785","(np)(dual",1
"5786","(nsg)",1
"5787","(ntrs)",1
"5788","(number",1
"5789","(observing",1
"5790","(oc)",1
"5791","(om)",1
"5792","(open)",1
"5793","(opioid",1
"5794","(opscc)",1
"5795","(opx)(25)",1
"5796","(or)=1",1
"5797","(or)were",1
"5798","(or=0",1
"5799","(or=1",1
"5800","(or=4",1
"5801","(or0",1
"5802","(oradj",1
"5803","(oradj)",1
"5804","(orq4-q1",1
"5805","(orr)",1
"5806","(os)according",1
"5807","(otscc)",1
"5808","(ovarian",1
"5809","(ovarian)",1
"5810","(oxp)boosts",1
"5811","(p-value",1
"5812","(p-values",1
"5813","(p<0·0001)",1
"5814","(p<0·010)",1
"5815","(p≤",1
"5816","(pa)",1
"5817","(paa)",1
"5818","(pacts)",1
"5819","(pai)-guided",1
"5820","(pam)",1
"5821","(pan)",1
"5822","(papillary",1
"5823","(paps)",1
"5824","(par-1)in",1
"5825","(parpi)",1
"5826","(path/lpath)",1
"5827","(pathologic",1
"5828","(pcap)",1
"5829","(pcbs)",1
"5830","(pcc)",1
"5831","(pccas)",1
"5832","(pcp)",1
"5833","(pcr)",1
"5834","(pct)",1
"5835","(pd-1)inhibition",1
"5836","(pd-l1",1
"5837","(pdc)",1
"5838","(pds)",1
"5839","(pdx)",1
"5840","(peak",1
"5841","(pel)",1
"5842","(pem)",1
"5843","(per",1
"5844","(persistent",1
"5845","(pfs4)",1
"5846","(phps)",1
"5847","(physical",1
"5848","(pi3k)inhibitor",1
"5849","(pik3cg",1
"5850","(pikkα/β)",1
"5851","(pk)",1
"5852","(pkis-1",1
"5853","(pkis)",1
"5854","(pla)",1
"5855","(pld)",1
"5856","(plr)",1
"5857","(plwh)",1
"5858","(pm1)",1
"5859","(pn)",1
"5860","(polη)",1
"5861","(positive",1
"5862","(pp4)",1
"5863","(pr",1
"5864","(pr)",1
"5865","(pre-treatment)",1
"5866","(previous",1
"5867","(pri-mirnas)",1
"5868","(primaryendpoint)",1
"5869","(pro-ctcae",1
"5870","(probit)",1
"5871","(proc)are",1
"5872","(promis-25)",1
"5873","(promis)",1
"5874","(promotion",1
"5875","(pros1)",1
"5876","(psd)",1
"5877","(psma)-targeted",1
"5878","(psmapositive)",1
"5879","(psn)",1
"5880","(psoc)",1
"5881","(psp)is",1
"5882","(pt1b1)",1
"5883","(ptda)",1
"5884","(ptrend",1
"5885","(pvs1)",1
"5886","(pza)",1
"5887","(qalys)gained",1
"5888","(qihc)",1
"5889","(qol",1
"5890","(quartile",1
"5891","(r/m",1
"5892","(r=0",1
"5893","(r≤0",1
"5894","(radiother",1
"5895","(rai)",1
"5896","(rangealpha",1
"5897","(rb)",1
"5898","(rb1)",1
"5899","(rbc)",1
"5900","(rbcs)",1
"5901","(rc)",1
"5902","(rc)in",1
"5903","(rcb)",1
"5904","(rcc)",1
"5905","(rd",1
"5906","(re-aim)",1
"5907","(re)",1
"5908","(reduce)trial",1
"5909","(reduceddisparities",1
"5910","(ref)",1
"5911","(reference)",1
"5912","(referral",1
"5913","(regional",1
"5914","(relativerisk",1
"5915","(response",1
"5916","(rfa)",1
"5917","(rfd",1
"5918","(rfds)",1
"5919","(rfs)",1
"5920","(rhogaps)",1
"5921","(rhogefs)",1
"5922","(ribo-seq)",1
"5923","(rmsea",1
"5924","(rna",1
"5925","(rna-seq)",1
"5926","(robotic",1
"5927","(rois)",1
"5928","(ror-pt)",1
"5929","(ros)-responsive",1
"5930","(rs",1
"5931","(rs-fmri)",1
"5932","(rs)",1
"5933","(rs12465911",1
"5934","(rs17855739",1
"5935","(rs9913477",1
"5936","(rt-pcr",1
"5937","(rtks)",1
"5938","(ruca)",1
"5939","(rvus)respective",1
"5940","(s1p3)",1
"5941","(saapdc)",1
"5942","(sbc)",1
"5943","(sccoht)",1
"5944","(scdb)",1
"5945","(score",1
"5946","(scps)-documents",1
"5947","(sct)",1
"5948","(sd)",1
"5949","(sd3",1
"5950","(sdg",1
"5951","(sdg)",1
"5952","(sdoh)",1
"5953","(sed",1
"5954","(sed)",1
"5955","(seer)",1
"5956","(seer)-medicare",1
"5957","(self-funded",1
"5958","(sequential",1
"5959","(ses)",1
"5960","(sevs",1
"5961","(sfa)]",1
"5962","(single",1
"5963","(sisaqol)consortium",1
"5964","(slnd)",1
"5965","(smis)",1
"5966","(smokers",1
"5967","(smr",1
"5968","(social",1
"5969","(société",1
"5970","(soe)",1
"5971","(sop)",1
"5972","(spearman's",1
"5973","(specifically",1
"5974","(srage)",1
"5975","(srs)",1
"5976","(ssbs)",1
"5977","(statin)",1
"5978","(statistically-guided",1
"5979","(stratified",1
"5980","(suchas",1
"5981","(summary",1
"5982","(sump)",1
"5983","(surveillance",1
"5984","(sus)",1
"5985","(suvmax)",1
"5986","(svr)with",1
"5987","(szs",1
"5988","(szs)",1
"5989","(t",1
"5990","(t)",1
"5991","(t1-3",1
"5992","(t3/n1",1
"5993","(tam)",1
"5994","(target",1
"5995","(tbk1)",1
"5996","(tca)",1
"5997","(tcam)",1
"5998","(tcga-skcm)",1
"5999","(tcga)-skin",1
"6000","(tcga))",1
"6001","(test-and-treat)",1
"6002","(tf)",1
"6003","(tgcts)",1
"6004","(theranostic)",1
"6005","(thrombocytopenia",1
"6006","(til)",1
"6007","(tils)",1
"6008","(tkis)",1
"6009","(tl)",1
"6010","(tlg)",1
"6011","(tlr)",1
"6012","(tlr7)",1
"6013","(tma)representing",1
"6014","(tnbc",1
"6015","(to",1
"6016","(top1)",1
"6017","(topmed)",1
"6018","(tpm)",1
"6019","(trib2)",1
"6020","(trim)protein",1
"6021","(true-positive/false-positive)",1
"6022","(ttf)",1
"6023","(ttp)",1
"6024","(tug)",1
"6025","(tur-bt)",1
"6026","(tw)",1
"6027","(two-",1
"6028","(types",1
"6029","(tyro-3",1
"6030","(ube3a)",1
"6031","(ube3am-/p+",1
"6032","(ube3am+/pyfp",1
"6033","(uc)",1
"6034","(ucd)",1
"6035","(ucrf)",1
"6036","(uk)",1
"6037","(uknhr",1
"6038","(ul1tr001111)",1
"6039","(unc10112721a",1
"6040","(uncseq)",1
"6041","(unmatchedanalysis)",1
"6042","(us",1
"6043","(us-",1
"6044","(us$5270)",1
"6045","(usc)",1
"6046","(uspstf)",1
"6047","(uvpd)tandem",1
"6048","(v)",1
"6049","(v50)",1
"6050","(vca)",1
"6051","(vcep)",1
"6052","(vdr)",1
"6053","(version",1
"6054","(versus",1
"6055","(vesical",1
"6056","(vfa)",1
"6057","(via",1
"6058","(vle)",1
"6059","(vlnc)",1
"6060","(vpk)",1
"6061","(vte)",1
"6062","(vus)",1
"6063","(wats3d)",1
"6064","(wbc)",1
"6065","(weighted",1
"6066","(were",1
"6067","(wf)",1
"6068","(wghs)",1
"6069","(wgs)data",1
"6070","(what",1
"6071","(whites)",1
"6072","(wic",1
"6073","(wilcoxon",1
"6074","(wiping)",1
"6075","(within",1
"6076","(withoutadditional",1
"6077","(worksheets",1
"6078","(worst)",1
"6079","(wr",1
"6080","(wr)",1
"6081","(wt)",1
"6082","(wt)animals",1
"6083","(wtegfr)",1
"6084","(wtmn)",1
"6085","(yes",1
"6086","(yo)",1
"6087","(zebra)]",1
"6088","(α",1
"6089","(α)",1
"6090","(αtubk40me3)",1
"6091","(β-ele)",1
"6092","(μspe)consisting",1
"6093","(πervs)",1
"6094","(ρ",1
"6095","(τem",1
"6096","(τta",1
"6097","(φ∆",1
"6098","[>2",1
"6099","[10/15])",1
"6100","[11/15])",1
"6101","[12/15])",1
"6102","[18f]-2-fluoro-2-deoxy-d-glucose",1
"6103","[18f]alf-nota-nt",1
"6104","[19f]alf-nota-ntmaintained",1
"6105","[2%])",1
"6106","[20%]",1
"6107","[22%]in",1
"6108","[26%]",1
"6109","[3/121(2",1
"6110","[35%]",1
"6111","[42%])",1
"6112","[5",1
"6113","[52",1
"6114","[55%])",1
"6115","[69%])",1
"6116","[89%])",1
"6117","[95%ci]",1
"6118","[addrr]",1
"6119","[alliance]",1
"6120","[ap-1(a/s)]",1
"6121","[ard]",1
"6122","[ataxia",1
"6123","[auc",1
"6124","[ci]0",1
"6125","[confidence",1
"6126","[eortc",1
"6127","[eortc]",1
"6128","[fact-g]",1
"6129","[fact-g])",1
"6130","[grade",1
"6131","[gvl])",1
"6132","[hazard",1
"6133","[hazardratio",1
"6134","[her2-e]",1
"6135","[hr]=1",1
"6136","[iqr]",1
"6137","[kim-1",1
"6138","[n",1
"6139","[oddsratio",1
"6140","[p",1
"6141","[p<",1
"6142","[pcs]",1
"6143","[pem]",1
"6144","[pro-ctcae])",1
"6145","[probit]",1
"6146","[sd9",1
"6147","[smr]",1
"6148","[trial",1
"6149","[u-13c]-glucose",1
"6150","[visceral",1
"6151","//creativecommons",1
"6152","//github",1
"6153","//links",1
"6154","&amp",1
"6155","&feasibility",1
"6156","%)",1
"6157","%ci",1
"6158","%ci1",1
"6159","%female)",1
"6160","→",1
"6161","∆f508",1
"6162","+10",1
"6163","+14percentage",1
"6164","+3",1
"6165","×10-6)",1
"6166","<1%",1
"6167","<100",1
"6168","<17",1
"6169","<17%)",1
"6170","<18",1
"6171","<2",1
"6172","<20",1
"6173","<250",1
"6174","<34",1
"6175","<50years)",1
"6176","<52%",1
"6177","<65",1
"6178","<70",1
"6179","<95%",1
"6180","=-1",1
"6181","=15",1
"6182","=165)",1
"6183","=27)",1
"6184","=32)",1
"6185","=466)",1
"6186",">0",1
"6187",">1",1
"6188",">10",1
"6189",">100",1
"6190",">180",1
"6191",">25%",1
"6192",">3",1
"6193",">3-day",1
"6194",">50%",1
"6195",">500",1
"6196",">70",1
"6197",">70%)",1
"6198",">700",1
"6199",">75%",1
"6200",">80%were",1
"6201",">90%",1
"6202",">999",1
"6203","~1030",1
"6204","~30%",1
"6205","~3years)",1
"6206","~400",1
"6207","~6",1
"6208","∼",1
"6209","∼2-3-times",1
"6210","∼25%",1
"6211","∼30",1
"6212","∼8%",1
"6213","∼827",1
"6214","≤100",1
"6215","≤20",1
"6216","≤40iu/l)",1
"6217","≤50",1
"6218","≤6",1
"6219","≤i)",1
"6220","≥1000",1
"6221","≥18",1
"6222","≥18years",1
"6223","≥18years)",1
"6224","≥2",1
"6225","≥2)and",1
"6226","≥20%of",1
"6227","≥27",1
"6228","≥3hematologic",1
"6229","≥46",1
"6230","≥50",1
"6231","≥50%",1
"6232","≥50%of",1
"6233","≥60",1
"6234","≥7",1
"6235","≥7)",1
"6236","≥7]",1
"6237","≥grade",1
"6238","≥n2bdisease",1
"6239","≥subjective",1
"6240","$-616",1
"6241","$135",1
"6242","$142",1
"6243","$16",1
"6244","$19",1
"6245","$1990-$23",1
"6246","$20",1
"6247","$23",1
"6248","$29",1
"6249","$31",1
"6250","$3110",1
"6251","$32",1
"6252","$320",1
"6253","$4887-$27",1
"6254","$556",1
"6255","$6",1
"6256","$957",1
"6257","0-1",1
"6258","0-100points",1
"6259","0-17)",1
"6260","0-64",1
"6261","0-67",1
"6262","0-iii",1
"6263","0-u",1
"6264","0-u]",1
"6265","0·02",1
"6266","0·03",1
"6267","0·57-1·27)",1
"6268","0·7%",1
"6269","0·80-2·20)]",1
"6270","0·85",1
"6271","0·93-2·26)",1
"6272","0·96-2·56)",1
"6273","0)even",1
"6274","0/",1
"6275","0%-29%)",1
"6276","0%-5%)",1
"6277","0%and",1
"6278","0%id/g",1
"6279","0%with",1
"6280","00)",1
"6281","00%",1
"6282","000-of",1
"6283","000/qaly",1
"6284","000/qalywillingness-to-pay",1
"6285","000/year",1
"6286","0006)",1
"6287","0008)",1
"6288","0009",1
"6289","0009)",1
"6290","000african",1
"6291","000pregnant",1
"6292","000transcriptionally",1
"6293","001)and",1
"6294","001]",1
"6295","0018)",1
"6296","0019)",1
"6297","004",1
"6298","004-1",1
"6299","005)",1
"6300","0059)",1
"6301","006",1
"6302","0079for",1
"6303","009",1
"6304","009)",1
"6305","01-0",1
"6306","01-145",1
"6307","010)",1
"6308","011",1
"6309","012",1
"6310","012)",1
"6311","013",1
"6312","014",1
"6313","014)",1
"6314","015)",1
"6315","016)",1
"6316","019)",1
"6317","02-12",1
"6318","02])",1
"6319","022",1
"6320","023",1
"6321","023)",1
"6322","025)",1
"6323","025)after",1
"6324","026)",1
"6325","028",1
"6326","02before",1
"6327","03-2",1
"6328","03-34",1
"6329","03])",1
"6330","03%",1
"6331","030",1
"6332","031)",1
"6333","032)",1
"6334","034)",1
"6335","035)",1
"6336","0376)",1
"6337","038)",1
"6338","038)and",1
"6339","04-0",1
"6340","04)]",1
"6341","042",1
"6342","043",1
"6343","046)enrolling",1
"6344","047",1
"6345","047)",1
"6346","048)",1
"6347","049)",1
"6348","05-3",1
"6349","05]",1
"6350","05])",1
"6351","050",1
"6352","051)",1
"6353","056)",1
"6354","06-2",1
"6355","069)",1
"6356","07-3",1
"6357","070)",1
"6358","074",1
"6359","07and",1
"6360","08-2",1
"6361","08-8",1
"6362","08]",1
"6363","08%",1
"6364","082patients",1
"6365","084",1
"6366","09-1",1
"6367","09-25",1
"6368","096",1
"6369","09minutes)",1
"6370","0years",1
"6371","1-11",1
"6372","1-16-ace-47",1
"6373","1-2]",1
"6374","1-21)",1
"6375","1-5",1
"6376","1-7",1
"6377","1-associated",1
"6378","1-day",1
"6379","1-h",1
"6380","1-matrix",1
"6381","1-month",1
"6382","1-point",1
"6383","1-sided",1
"6384","1-year",1
"6385","1-yearlook-back",1
"6386","1·33",1
"6387","1·45",1
"6388","1·57",1
"6389","1(pbrm1",1
"6390","1)sedentary",1
"6391","1/1000",1
"6392","1/9",1
"6393","1%-18%)",1
"6394","1%-6%)",1
"6395","10-0",1
"6396","10-2",1
"6397","10-27)",1
"6398","10-29%)",1
"6399","10-5",1
"6400","10-5)",1
"6401","10-7",1
"6402","10-9)",1
"6403","10-formyltetrahydrofolate",1
"6404","10-phenanthroline",1
"6405","10-phenanthroline-namely",1
"6406","10-yearoverall",1
"6407","10·9%",1
"6408","10/30",1
"6409","10%)",1
"6410","1000base-pair",1
"6411","1000mg",1
"6412","1006",1
"6413","100mg)",1
"6414","100person-months",1
"6415","1014-24",1
"6416","102",1
"6417","1030)",1
"6418","1034",1
"6419","104)",1
"6420","1047",1
"6421","104recorded",1
"6422","10520",1
"6423","1057-64",1
"6424","1061",1
"6425","1062this",1
"6426","1071",1
"6427","1073",1
"6428","1075(14",1
"6429","108)",1
"6430","1096-111",1
"6431","1098",1
"6432","10progressive",1
"6433","10projects",1
"6434","10th",1
"6435","10to",1
"6436","11-1",1
"6437","11-21)for",1
"6438","11-38)",1
"6439","11-39)",1
"6440","11-8",1
"6441","11(10)",1
"6442","11(11)",1
"6443","11(6)",1
"6444","11%-33%",1
"6445","11%)",1
"6446","110)",1
"6447","1115",1
"6448","1121",1
"6449","1136",1
"6450","115",1
"6451","118",1
"6452","1199",1
"6453","12-15",1
"6454","12-3",1
"6455","12-fold",1
"6456","12-item",1
"6457","12-month",1
"6458","12-monthpreadoption",1
"6459","12%)",1
"6460","120",1
"6461","120)",1
"6462","1207patients",1
"6463","120months)",1
"6464","121",1
"6465","122",1
"6466","122)",1
"6467","124/151",1
"6468","125",1
"6469","1250",1
"6470","126",1
"6471","126)",1
"6472","1274-87",1
"6473","1280",1
"6474","12s",1
"6475","12sdm",1
"6476","12weeks",1
"6477","13-",1
"6478","13-year",1
"6479","13·5",1
"6480","13]",1
"6481","13%-23%)",1
"6482","131",1
"6483","132",1
"6484","1325",1
"6485","134)",1
"6486","1355",1
"6487","137",1
"6488","137)",1
"6489","137multiple",1
"6490","137pretreatment",1
"6491","138",1
"6492","139/1",1
"6493","13c",1
"6494","13c-glycinefrom",1
"6495","13th",1
"6496","14-3",1
"6497","14·8-26·6)",1
"6498","14/15",1
"6499","144)",1
"6500","1447",1
"6501","145",1
"6502","1454",1
"6503","146)",1
"6504","146alliance",1
"6505","1485",1
"6506","14seconds",1
"6507","14th",1
"6508","15-35%",1
"6509","15-39",1
"6510","15-39years)",1
"6511","15-42)",1
"6512","15)",1
"6513","15%-54%])",1
"6514","1507",1
"6515","151",1
"6516","151)",1
"6517","1518",1
"6518","152",1
"6519","153",1
"6520","153)",1
"6521","1544(29",1
"6522","155(4)",1
"6523","155%",1
"6524","159",1
"6525","1590)",1
"6526","15g256ε(17",1
"6527","15th",1
"6528","16-1",1
"6529","16-2",1
"6530","16-3",1
"6531","16(0",1
"6532","16/18",1
"6533","16%",1
"6534","160",1
"6535","161",1
"6536","162",1
"6537","162%",1
"6538","163",1
"6539","164",1
"6540","1648)",1
"6541","166",1
"6542","167",1
"6543","167of",1
"6544","168",1
"6545","168(1)",1
"6546","1680-1",1
"6547","1681",1
"6548","1681-2",1
"6549","16srrna",1
"6550","16variants",1
"6551","17-2",1
"6552","17-3",1
"6553","17-5",1
"6554","17-item",1
"6555","17-year-olds",1
"6556","17)]",1
"6557","17]",1
"6558","17%",1
"6559","17%-27%)",1
"6560","1715",1
"6561","176",1
"6562","176patients",1
"6563","178",1
"6564","1780",1
"6565","1794patients",1
"6566","1797",1
"6567","17a1",1
"6568","17institutional",1
"6569","17q25",1
"6570","17secondary",1
"6571","17th",1
"6572","18-1",1
"6573","18-65",1
"6574","18-7",1
"6575","18)vaccine",1
"6576","18%-45%)",1
"6577","18×10-7)",1
"6578","180",1
"6579","180patients",1
"6580","182women)",1
"6581","185)",1
"6582","189",1
"6583","18f",1
"6584","18f-fdg",1
"6585","18f-fluorodeoxyglucose",1
"6586","18operative",1
"6587","1933-1942",1
"6588","193cases",1
"6589","1943",1
"6590","1943-1957",1
"6591","1943-1957)",1
"6592","195",1
"6593","195)",1
"6594","1960",1
"6595","1963",1
"6596","1966]",1
"6597","1972",1
"6598","1973",1
"6599","1975through",1
"6600","1980",1
"6601","199",1
"6602","1990",1
"6603","1993",1
"6604","1994",1
"6605","1995",1
"6606","1996-2017",1
"6607","1998",1
"6608","1999",1
"6609","19minutes)",1
"6610","1b",1
"6611","1billion)",1
"6612","1bioequivalence",1
"6613","1c",1
"6614","1caccumulates",1
"6615","1d",1
"6616","1elevation",1
"6617","1h",1
"6618","1mixed-methods",1
"6619","1p32",1
"6620","1p34",1
"6621","1r01dk104828-01a1",1
"6622","2-12",1
"6623","2-161",1
"6624","2-174",1
"6625","2-2",1
"6626","2-22",1
"6627","2-45",1
"6628","2-5)",1
"6629","2-68",1
"6630","2-fold",1
"6631","2-h",1
"6632","2-minute",1
"6633","2-o-sulfotransferase",1
"6634","2-yearpost-european",1
"6635","2'-",1
"6636","2'-bipyridine)-heteroleptic",1
"6637","2])",1
"6638","2/1",1
"6639","2/16",1
"6640","2/2005-6/2010",1
"6641","2/50)",1
"6642","2%)patients",1
"6643","20-0",1
"6644","20-1",1
"6645","20-199",1
"6646","20-2",1
"6647","20-24",1
"6648","20-50%)",1
"6649","20-fold",1
"6650","20-item",1
"6651","20-year",1
"6652","20·3",1
"6653","20)",1
"6654","20%harbored",1
"6655","20⁻2",1
"6656","200-999",1
"6657","200)",1
"6658","2000-2005",1
"6659","2000-2013",1
"6660","2000and",1
"6661","2002",1
"6662","2003-2009",1
"6663","2004-2013)",1
"6664","2004-2014",1
"6665","2006-2009)",1
"6666","2006-2010",1
"6667","2007-2012",1
"6668","2007-2015)",1
"6669","2008-2012",1
"6670","201",1
"6671","2010-2012",1
"6672","2010to",1
"6673","2012fukuoka",1
"6674","2014-2017",1
"6675","2015-2016",1
"6676","2015-2017",1
"6677","2015-june",1
"6678","2015acmg/amp",1
"6679","2016-april",1
"6680","2016)",1
"6681","2018american",1
"6682","2018wiley",1
"6683","2025",1
"6684","2030",1
"6685","205)",1
"6686","2051cancer-free",1
"6687","206",1
"6688","207)",1
"6689","21-2",1
"6690","21)were",1
"6691","21])",1
"6692","21%",1
"6693","210",1
"6694","2104",1
"6695","211",1
"6696","211histologically",1
"6697","2144",1
"6698","215",1
"6699","2153-2156",1
"6700","216",1
"6701","218",1
"6702","2182healthy",1
"6703","2196/10429",1
"6704","21d",1
"6705","22-3",1
"6706","22)or",1
"6707","22]",1
"6708","221",1
"6709","222)",1
"6710","227",1
"6711","2278-88",1
"6712","2284",1
"6713","23-0",1
"6714","23%",1
"6715","230",1
"6716","2306-15",1
"6717","230articles",1
"6718","232",1
"6719","2347-54",1
"6720","238",1
"6721","24-93",1
"6722","24(11)",1
"6723","24(19)",1
"6724","24%with",1
"6725","240-671+)",1
"6726","2418",1
"6727","242",1
"6728","2422",1
"6729","247)",1
"6730","2475",1
"6731","249",1
"6732","24cancer",1
"6733","25-4",1
"6734","25-40%",1
"6735","25-9",1
"6736","25-fold",1
"6737","25-gene",1
"6738","25-hydroxyvitamin",1
"6739","25-itempediatric",1
"6740","25%-44%)",1
"6741","250",1
"6742","250)",1
"6743","2539-47",1
"6744","254",1
"6745","25health",1
"6746","25th",1
"6747","26-1",1
"6748","26-2",1
"6749","26(50%",1
"6750","26])",1
"6751","260",1
"6752","262",1
"6753","2629-36",1
"6754","2633patients",1
"6755","2654)",1
"6756","266",1
"6757","267",1
"6758","267)",1
"6759","27-2",1
"6760","27(6)",1
"6761","27(8)",1
"6762","27(9)",1
"6763","27%)[all",1
"6764","271",1
"6765","2713-5",1
"6766","2716",1
"6767","275)",1
"6768","278",1
"6769","28-daycycle",1
"6770","28])",1
"6771","28/151",1
"6772","2825",1
"6773","283",1
"6774","2832-2840",1
"6775","2846a>t",1
"6776","288)",1
"6777","28d)",1
"6778","29%-49%)",1
"6779","29%of",1
"6780","2920-34",1
"6781","294",1
